country,date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,shn_requirement,restriction_internal_movement,internation_travel_control,pi_campaign,testing_policy,contact_tracing,facial_covering,vaccine_policy,confirmed_cases,confirmed_deathes,cases_per_mil,cases_per_mil_cat
china,2021-06-08,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-09,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-10,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-11,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-12,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-13,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-14,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-15,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68159.0,4512.0,47.07113259668508,0
china,2021-06-16,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-17,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-18,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-19,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-20,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-21,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-22,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-23,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-24,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-25,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-26,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-27,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-28,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68160.0,4512.0,47.07182320441989,0
china,2021-06-29,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-06-30,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-07-01,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-07-02,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-07-03,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-07-04,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-07-05,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68162.0,4512.0,47.0732044198895,0
china,2021-07-06,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68187.0,4512.0,47.09046961325967,0
china,2021-07-07,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68187.0,4512.0,47.09046961325967,0
china,2021-07-08,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68187.0,4512.0,47.09046961325967,0
china,2021-07-09,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68187.0,4512.0,47.09046961325967,0
china,2021-07-10,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68187.0,4512.0,47.09046961325967,0
china,2021-07-11,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68187.0,4512.0,47.09046961325967,0
china,2021-07-12,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68188.0,4512.0,47.091160220994475,0
china,2021-07-13,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68188.0,4512.0,47.091160220994475,0
china,2021-07-14,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68188.0,4512.0,47.091160220994475,0
china,2021-07-15,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68188.0,4512.0,47.091160220994475,0
china,2021-07-16,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68188.0,4512.0,47.091160220994475,0
china,2021-07-17,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68189.0,4512.0,47.091850828729285,0
china,2021-07-18,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68189.0,4512.0,47.091850828729285,0
china,2021-07-19,1,1,1,1,0,1,1,3.0,2,3.0,2.0,2,5,68192.0,4512.0,47.0939226519337,0
china,2021-07-20,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68192.0,4512.0,47.0939226519337,0
china,2021-07-21,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68192.0,4512.0,47.0939226519337,0
china,2021-07-22,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68193.0,4512.0,47.094613259668506,0
china,2021-07-23,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68194.0,4512.0,47.09530386740332,0
china,2021-07-24,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68194.0,4512.0,47.09530386740332,0
china,2021-07-25,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68194.0,4512.0,47.09530386740332,0
china,2021-07-26,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68194.0,4512.0,47.09530386740332,0
china,2021-07-27,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68195.0,4512.0,47.09599447513812,0
china,2021-07-28,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68195.0,4512.0,47.09599447513812,0
china,2021-07-29,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68195.0,4512.0,47.09599447513812,0
china,2021-07-30,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68195.0,4512.0,47.09599447513812,0
china,2021-07-31,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68196.0,4512.0,47.09668508287293,0
china,2021-08-01,2,2,2,1,1,1,2,3.0,2,3.0,2.0,2,5,68198.0,4512.0,47.098066298342545,0
china,2021-08-02,2,2,2,1,1,1,2,3.0,2,3.0,2.0,2,5,68201.0,4512.0,47.10013812154696,0
china,2021-08-03,2,2,2,4,1,1,2,3.0,2,3.0,2.0,2,5,68210.0,4512.0,47.10635359116022,0
china,2021-08-04,2,2,2,4,1,1,2,3.0,2,3.0,2.0,2,5,68211.0,4512.0,47.107044198895025,0
china,2021-08-05,2,2,2,4,1,1,2,3.0,2,3.0,2.0,2,5,68217.0,4512.0,47.11118784530387,0
china,2021-08-06,2,2,2,4,1,1,2,3.0,2,3.0,2.0,2,5,68226.0,4512.0,47.11740331491713,0
china,2021-08-07,2,2,2,4,1,1,2,3.0,2,3.0,2.0,2,5,68232.0,4512.0,47.12154696132597,0
china,2021-08-08,2,2,2,4,1,1,2,3.0,2,3.0,2.0,2,5,68235.0,4512.0,47.123618784530386,0
china,2021-08-09,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68250.0,4512.0,47.13397790055249,0
china,2021-08-10,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68264.0,4512.0,47.14364640883978,0
china,2021-08-11,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68274.0,4512.0,47.15055248618785,0
china,2021-08-12,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68278.0,4512.0,47.15331491712707,0
china,2021-08-13,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68282.0,4512.0,47.1560773480663,0
china,2021-08-14,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68282.0,4512.0,47.1560773480663,0
china,2021-08-15,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68282.0,4512.0,47.1560773480663,0
china,2021-08-16,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68285.0,4512.0,47.158149171270715,0
china,2021-08-17,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68286.0,4512.0,47.158839779005525,0
china,2021-08-18,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68286.0,4512.0,47.158839779005525,0
china,2021-08-19,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68286.0,4512.0,47.158839779005525,0
china,2021-08-20,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68287.0,4512.0,47.15953038674033,0
china,2021-08-21,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68289.0,4512.0,47.16091160220994,0
china,2021-08-22,2,2,2,4,2,3,2,3.0,2,3.0,2.0,2,5,68289.0,4512.0,47.16091160220994,0
china,2021-08-23,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68289.0,4512.0,47.16091160220994,0
china,2021-08-24,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68289.0,4512.0,47.16091160220994,0
china,2021-08-25,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68289.0,4512.0,47.16091160220994,0
china,2021-08-26,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68290.0,4512.0,47.16160220994475,0
china,2021-08-27,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68290.0,4512.0,47.16160220994475,0
china,2021-08-28,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68290.0,4512.0,47.16160220994475,0
china,2021-08-29,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68290.0,4512.0,47.16160220994475,0
china,2021-08-30,1,2,1,0,1,3,2,3.0,2,3.0,2.0,2,5,68290.0,4512.0,47.16160220994475,0
china,2021-08-31,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68290.0,4512.0,47.16160220994475,0
china,2021-09-01,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-02,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-03,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-04,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-05,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-06,1,2,1,1,1,0,2,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-07,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68291.0,4512.0,47.16229281767956,0
china,2021-09-08,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-09,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-10,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-11,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-12,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-13,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-14,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-15,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-16,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-17,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68292.0,4512.0,47.16298342541437,0
china,2021-09-18,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68295.0,4512.0,47.165055248618785,0
china,2021-09-19,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68295.0,4512.0,47.165055248618785,0
china,2021-09-20,1,1,1,1,1,1,1,3.0,2,3.0,2.0,2,5,68295.0,4512.0,47.165055248618785,0
china,2021-09-21,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68295.0,4512.0,47.165055248618785,0
china,2021-09-22,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68297.0,4512.0,47.1664364640884,0
china,2021-09-23,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68297.0,4512.0,47.1664364640884,0
china,2021-09-24,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-09-25,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-09-26,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-09-27,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-09-28,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-09-29,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-09-30,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-10-01,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-10-02,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-10-03,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-10-04,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-10-05,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68298.0,4512.0,47.1671270718232,0
china,2021-10-06,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-07,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-08,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-09,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-10,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-11,1,1,1,1,1,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-12,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68299.0,4512.0,47.16781767955801,0
china,2021-10-13,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68300.0,4512.0,47.168508287292816,0
china,2021-10-14,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68300.0,4512.0,47.168508287292816,0
china,2021-10-15,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68303.0,4512.0,47.17058011049724,0
china,2021-10-16,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68303.0,4512.0,47.17058011049724,0
china,2021-10-17,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68303.0,4512.0,47.17058011049724,0
china,2021-10-18,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68303.0,4512.0,47.17058011049724,0
china,2021-10-19,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68303.0,4512.0,47.17058011049724,0
china,2021-10-20,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-21,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-22,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-23,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-24,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-25,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-26,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68305.0,4512.0,47.17196132596685,0
china,2021-10-27,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68306.0,4512.0,47.17265193370166,0
china,2021-10-28,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68306.0,4512.0,47.17265193370166,0
china,2021-10-29,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68308.0,4512.0,47.17403314917127,0
china,2021-10-30,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-10-31,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-01,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-02,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-03,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-04,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-05,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-06,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-07,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-08,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-09,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68309.0,4512.0,47.174723756906076,0
china,2021-11-10,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-11,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-12,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-13,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-14,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-15,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-16,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-17,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-18,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-19,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-20,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-21,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-22,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-23,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-24,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-25,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-26,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-27,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-28,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-29,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-11-30,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-01,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-02,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-03,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-04,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-05,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-06,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-07,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68311.0,4512.0,47.17610497237569,0
china,2021-12-09,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68315.0,4512.0,47.17886740331492,0
china,2021-12-10,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68315.0,4512.0,47.17886740331492,0
china,2021-12-11,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68315.0,4512.0,47.17886740331492,0
china,2021-12-12,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68315.0,4512.0,47.17886740331492,0
china,2021-12-13,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68315.0,4512.0,47.17886740331492,0
china,2021-12-14,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68315.0,4512.0,47.17886740331492,0
china,2021-12-15,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-16,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-17,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-18,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-19,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-20,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-21,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-22,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-23,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-24,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-25,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-26,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-27,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-28,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68316.0,4512.0,47.17955801104972,0
china,2021-12-29,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68317.0,4512.0,47.18024861878453,0
china,2021-12-30,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68317.0,4512.0,47.18024861878453,0
china,2021-12-31,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68317.0,4512.0,47.18024861878453,0
china,2022-01-01,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68317.0,4512.0,47.18024861878453,0
china,2022-01-02,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68317.0,4512.0,47.18024861878453,0
china,2022-01-03,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68317.0,4512.0,47.18024861878453,0
china,2022-01-04,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68319.0,4512.0,47.181629834254146,0
china,2022-01-05,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68319.0,4512.0,47.181629834254146,0
china,2022-01-06,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-07,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-08,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-09,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-10,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-11,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-12,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-13,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-14,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-15,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-16,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-17,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-18,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-19,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-20,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
china,2022-01-21,1,1,1,1,0,1,2,3.0,2,3.0,2.0,2,5,68320.0,4512.0,47.18232044198895,0
