,Country,Date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,SHN_requirement,restriction_internal_movement,internation_travel_control,PI_Campaign,testing_policy,contact_tracing,Facial_Covering,Vaccine_policy,Confirmed_cases,Confirmed_Deathes
195,China,2020-11-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
196,China,2020-11-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
197,China,2020-11-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
198,China,2020-11-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
199,China,2020-11-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
200,China,2020-11-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
201,China,2020-11-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
202,China,2020-11-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
203,China,2020-11-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
204,China,2020-11-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
205,China,2020-11-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
206,China,2020-11-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
207,China,2020-11-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
208,China,2020-11-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
209,China,2020-11-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
210,China,2020-11-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
211,China,2020-11-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
212,China,2020-11-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
213,China,2020-12-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
214,China,2020-12-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
215,China,2020-12-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
216,China,2020-12-04,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
217,China,2020-12-05,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
218,China,2020-12-06,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
219,China,2020-12-07,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
220,China,2020-12-08,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
221,China,2020-12-09,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
222,China,2020-12-10,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
223,China,2020-12-11,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
224,China,2020-12-12,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
225,China,2020-12-13,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
226,China,2020-12-14,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
227,China,2020-12-15,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
228,China,2020-12-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
229,China,2020-12-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
230,China,2020-12-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
231,China,2020-12-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
232,China,2020-12-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
233,China,2020-12-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
234,China,2020-12-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
235,China,2020-12-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
236,China,2020-12-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
237,China,2020-12-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,992.0,6.0
238,China,2020-12-26,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,993.0,6.0
239,China,2020-12-27,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,993.0,6.0
240,China,2020-12-28,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,993.0,6.0
241,China,2020-12-29,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,993.0,6.0
242,China,2020-12-30,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,993.0,6.0
243,China,2020-12-31,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,993.0,6.0
244,China,2021-01-01,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
245,China,2021-01-02,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
246,China,2021-01-03,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
247,China,2021-01-04,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
248,China,2021-01-05,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
249,China,2021-01-06,1.0,1.0,1.0,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
250,China,2021-01-07,1.0,1.0,1.0,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
251,China,2021-01-08,1.0,1.0,1.0,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
252,China,2021-01-09,1.0,1.0,1.0,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
253,China,2021-01-10,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
254,China,2021-01-11,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
255,China,2021-01-12,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
256,China,2021-01-13,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
257,China,2021-01-14,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
258,China,2021-01-15,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
259,China,2021-01-16,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
260,China,2021-01-17,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
261,China,2021-01-18,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
262,China,2021-01-19,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
263,China,2021-01-20,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,993.0,6.0
264,China,2021-01-21,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
265,China,2021-01-22,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
266,China,2021-01-23,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
267,China,2021-01-24,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
268,China,2021-01-25,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
269,China,2021-01-26,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
270,China,2021-01-27,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
271,China,2021-01-28,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
272,China,2021-01-29,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
273,China,2021-01-30,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
274,China,2021-01-31,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
275,China,2021-02-01,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
276,China,2021-02-02,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
277,China,2021-02-03,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
278,China,2021-02-04,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
279,China,2021-02-05,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
280,China,2021-02-06,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
281,China,2021-02-07,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
282,China,2021-02-08,1.0,1.0,1.5,4.0,0.0,0.0,1.5,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
283,China,2021-02-09,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
284,China,2021-02-10,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
285,China,2021-02-11,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
286,China,2021-02-12,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
287,China,2021-02-13,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
288,China,2021-02-14,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
289,China,2021-02-15,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
290,China,2021-02-16,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
291,China,2021-02-17,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
292,China,2021-02-18,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
293,China,2021-02-19,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
294,China,2021-02-20,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
295,China,2021-02-21,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
296,China,2021-02-22,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
297,China,2021-02-23,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
298,China,2021-02-24,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
299,China,2021-02-25,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
300,China,2021-02-26,1.0,1.0,1.5,4.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,994.0,6.0
301,China,2021-02-27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
302,China,2021-02-28,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
303,China,2021-03-01,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
304,China,2021-03-02,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
305,China,2021-03-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
306,China,2021-03-04,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
307,China,2021-03-05,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
308,China,2021-03-06,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
309,China,2021-03-07,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
310,China,2021-03-08,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
311,China,2021-03-09,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
312,China,2021-03-10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
313,China,2021-03-11,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
314,China,2021-03-12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
315,China,2021-03-13,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
316,China,2021-03-14,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
317,China,2021-03-15,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
318,China,2021-03-16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
319,China,2021-03-17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
320,China,2021-03-18,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
321,China,2021-03-19,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
322,China,2021-03-20,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
323,China,2021-03-21,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
324,China,2021-03-22,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
325,China,2021-03-23,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
326,China,2021-03-24,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
327,China,2021-03-25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
328,China,2021-03-26,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
329,China,2021-03-27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
330,China,2021-03-28,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
331,China,2021-03-29,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
332,China,2021-03-30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
333,China,2021-03-31,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
334,China,2021-04-01,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
335,China,2021-04-02,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
336,China,2021-04-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
337,China,2021-04-04,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
338,China,2021-04-05,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
339,China,2021-04-06,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
340,China,2021-04-07,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
341,China,2021-04-08,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
342,China,2021-04-09,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
343,China,2021-04-10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
344,China,2021-04-11,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
345,China,2021-04-12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
346,China,2021-04-13,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
347,China,2021-04-14,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
348,China,2021-04-15,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
349,China,2021-04-16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
350,China,2021-04-17,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
351,China,2021-04-18,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
352,China,2021-04-19,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
353,China,2021-04-20,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
354,China,2021-04-21,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
355,China,2021-04-22,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
356,China,2021-04-23,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
357,China,2021-04-24,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
358,China,2021-04-25,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
359,China,2021-04-26,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
360,China,2021-04-27,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
361,China,2021-04-28,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
362,China,2021-04-29,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
363,China,2021-04-30,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
364,China,2021-05-01,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
365,China,2021-05-02,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
366,China,2021-05-03,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
367,China,2021-05-04,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
368,China,2021-05-05,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
369,China,2021-05-06,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
370,China,2021-05-07,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
371,China,2021-05-08,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
372,China,2021-05-09,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
373,China,2021-05-10,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
374,China,2021-05-11,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
375,China,2021-05-12,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,994.0,6.0
376,China,2021-05-13,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,996.0,6.0
377,China,2021-05-14,1.0,1.5,1.5,2.5,0.0,2.5,1.0,3.0,2.0,3.0,2.0,2.5,5.0,999.0,6.0
378,China,2021-05-15,1.0,1.5,1.5,2.5,0.0,2.5,1.0,3.0,2.0,3.0,2.0,2.5,5.0,999.0,6.0
379,China,2021-05-16,1.0,1.5,1.5,2.5,0.0,2.5,1.0,3.0,2.0,3.0,2.0,2.5,5.0,1001.0,6.0
380,China,2021-05-17,1.0,1.5,1.5,2.5,0.0,2.5,1.0,3.0,2.0,3.0,2.0,2.5,5.0,1001.0,6.0
381,China,2021-05-18,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1001.0,6.0
382,China,2021-05-19,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1001.0,6.0
383,China,2021-05-20,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1001.0,6.0
384,China,2021-05-21,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1001.0,6.0
385,China,2021-05-22,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1002.0,6.0
386,China,2021-05-23,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1002.0,6.0
387,China,2021-05-24,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1004.0,6.0
388,China,2021-05-25,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1004.0,6.0
389,China,2021-05-26,1.0,1.5,1.5,2.5,0.0,2.5,1.5,3.0,2.0,3.0,2.0,2.5,5.0,1004.0,6.0
