,Country,Date,school_closures,workplace_closures,cancel_public_events,restrict_public_gathering,closure_public_transport,SHN_requirement,restriction_internal_movement,internation_travel_control,PI_Campaign,testing_policy,contact_tracing,Facial_Covering,Vaccine_policy,Confirmed_cases,Confirmed_Deathes
10881,China,2020-11-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10882,China,2020-11-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10883,China,2020-11-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10884,China,2020-11-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10885,China,2020-12-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10886,China,2020-12-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10887,China,2020-12-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10888,China,2020-12-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10889,China,2020-12-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10890,China,2020-12-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10891,China,2020-12-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10892,China,2020-12-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10893,China,2020-12-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10894,China,2020-12-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10895,China,2020-12-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10896,China,2020-12-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10897,China,2020-12-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10898,China,2020-12-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10899,China,2020-12-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10900,China,2020-12-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10901,China,2020-12-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10902,China,2020-12-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10903,China,2020-12-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10904,China,2020-12-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10905,China,2020-12-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10906,China,2020-12-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10907,China,2020-12-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10908,China,2020-12-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10909,China,2020-12-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10910,China,2020-12-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10911,China,2020-12-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10912,China,2020-12-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10913,China,2020-12-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10914,China,2020-12-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10915,China,2020-12-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10916,China,2021-01-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10917,China,2021-01-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10918,China,2021-01-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10919,China,2021-01-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10920,China,2021-01-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10921,China,2021-01-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10922,China,2021-01-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,935.0,1.0
10923,China,2021-01-08,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10924,China,2021-01-09,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10925,China,2021-01-10,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10926,China,2021-01-11,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10927,China,2021-01-12,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10928,China,2021-01-13,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10929,China,2021-01-14,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10930,China,2021-01-15,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10931,China,2021-01-16,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10932,China,2021-01-17,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10933,China,2021-01-18,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10934,China,2021-01-19,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10935,China,2021-01-20,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10936,China,2021-01-21,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10937,China,2021-01-22,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10938,China,2021-01-23,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10939,China,2021-01-24,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10940,China,2021-01-25,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10941,China,2021-01-26,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10942,China,2021-01-27,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10943,China,2021-01-28,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10944,China,2021-01-29,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10945,China,2021-01-30,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10946,China,2021-01-31,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10947,China,2021-02-01,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10948,China,2021-02-02,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10949,China,2021-02-03,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10950,China,2021-02-04,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10951,China,2021-02-05,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10952,China,2021-02-06,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10953,China,2021-02-07,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10954,China,2021-02-08,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10955,China,2021-02-09,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10956,China,2021-02-10,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10957,China,2021-02-11,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10958,China,2021-02-12,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10959,China,2021-02-13,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10960,China,2021-02-14,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10961,China,2021-02-15,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10962,China,2021-02-16,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10963,China,2021-02-17,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10964,China,2021-02-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10965,China,2021-02-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10966,China,2021-02-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10967,China,2021-02-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10968,China,2021-02-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10969,China,2021-02-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10970,China,2021-02-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10971,China,2021-02-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10972,China,2021-02-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10973,China,2021-02-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10974,China,2021-02-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10975,China,2021-03-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10976,China,2021-03-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10977,China,2021-03-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10978,China,2021-03-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10979,China,2021-03-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10980,China,2021-03-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10981,China,2021-03-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10982,China,2021-03-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10983,China,2021-03-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10984,China,2021-03-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10985,China,2021-03-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10986,China,2021-03-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10987,China,2021-03-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10988,China,2021-03-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10989,China,2021-03-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10990,China,2021-03-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10991,China,2021-03-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10992,China,2021-03-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10993,China,2021-03-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,935.0,1.0
10994,China,2021-03-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,936.0,1.0
10995,China,2021-03-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,936.0,1.0
10996,China,2021-03-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,936.0,1.0
10997,China,2021-03-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,936.0,1.0
10998,China,2021-03-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,936.0,1.0
10999,China,2021-03-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,936.0,1.0
11000,China,2021-03-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,937.0,1.0
11001,China,2021-03-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,937.0,1.0
11002,China,2021-03-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,937.0,1.0
11003,China,2021-03-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,937.0,1.0
11004,China,2021-03-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,937.0,1.0
11005,China,2021-03-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11006,China,2021-04-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11007,China,2021-04-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11008,China,2021-04-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11009,China,2021-04-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11010,China,2021-04-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11011,China,2021-04-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11012,China,2021-04-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11013,China,2021-04-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11014,China,2021-04-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11015,China,2021-04-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11016,China,2021-04-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11017,China,2021-04-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11018,China,2021-04-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11019,China,2021-04-14,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11020,China,2021-04-15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11021,China,2021-04-16,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11022,China,2021-04-17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11023,China,2021-04-18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11024,China,2021-04-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11025,China,2021-04-20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11026,China,2021-04-21,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11027,China,2021-04-22,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11028,China,2021-04-23,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11029,China,2021-04-24,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11030,China,2021-04-25,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11031,China,2021-04-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11032,China,2021-04-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11033,China,2021-04-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11034,China,2021-04-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11035,China,2021-04-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11036,China,2021-05-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11037,China,2021-05-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11038,China,2021-05-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11039,China,2021-05-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11040,China,2021-05-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11041,China,2021-05-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11042,China,2021-05-07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11043,China,2021-05-08,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11044,China,2021-05-09,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11045,China,2021-05-10,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11046,China,2021-05-11,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11047,China,2021-05-12,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11048,China,2021-05-13,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11049,China,2021-05-14,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11050,China,2021-05-15,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11051,China,2021-05-16,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11052,China,2021-05-17,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11053,China,2021-05-18,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11054,China,2021-05-19,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11055,China,2021-05-20,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11056,China,2021-05-21,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11057,China,2021-05-22,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11058,China,2021-05-23,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11059,China,2021-05-24,1.0,1.0,1.0,1.0,0.0,1.0,1.5,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11060,China,2021-05-25,1.0,1.0,1.0,4.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11061,China,2021-05-26,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11062,China,2021-05-27,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11063,China,2021-05-28,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11064,China,2021-05-29,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11065,China,2021-05-30,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11066,China,2021-05-31,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11067,China,2021-06-01,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11068,China,2021-06-02,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11069,China,2021-06-03,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11070,China,2021-06-04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11071,China,2021-06-05,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
11072,China,2021-06-06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,937.0,1.0
